# source : skycalc web-ui
# author : Kieran Leschinski
# date_created : 2020-05-23
# location : la silla
# airmass : 1.2
# pwv : 10
# pwv_unit : mm
# altitude : 2400
# season : entire year
# period : entire night
# area : 1.52
# area_unit : m2
# action : transmission
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# wavelength_unit : nm
#
wavelength  transmission    emission
1068	    0.9654	        629.02
1069	    0.9661	        1707.94
1070	    0.9679	        3050.95
1071	    0.9724	        7466.87
1072	    0.9690	        3344.37
1073	    0.9711	        11613.80
1074	    0.9758	        685.34
1075	    0.9618	        18018.60
1076	    0.9749	        701.40
1077	    0.9656	        771.32
1078	    0.9653	        4680.10
1079	    0.9781	        729.44
1080	    0.9583	        749.07
1081	    0.9592	        742.85
1082	    0.9734	        747.67
1083	    0.9722	        37204.70
1084	    0.9506	        13853.20
1085	    0.9669	        1142.69
1086	    0.9198	        4704.08
1087	    0.9612	        844.73
1088	    0.9709	        1861.66
1089	    0.9557	        668.23
1090	    0.9338	        8064.56
1091	    0.9654	        655.11
1092	    0.9755	        651.56
1093	    0.8925	        23114.90
1094	    0.9628	        616.57
1095	    0.9223	        9706.98
1096	    0.9028	        562.67
1097	    0.9718	        605.61
1098	    0.9034	        26185.00
1099	    0.9118	        540.18
1100	    0.8745	        510.64
