# author : Miguel Verdugo
# source : skycalc_ipy tool for standard Armazones conditions
# date_created : 2020-10-29
# date_modified : 2020-10-29
# status : Design
# type : atmosphere:ter_curve
# pwv : 2.5
# airmass : 1.2
# wdelta : 10
# wmin : 2500
# wmax : 15000
# season : entire year
# time : entire night
# action : transmission
# wavelength_unit : um
# emission_unit : ph s-1 m-2 um-1 arcsec-2
# changes :
# - 2020-10-29 (MV) Created file
wavelength  transmission    emission
 9.860       0.6138  1500570954.1
 9.870       0.6973   838814592.0
 9.880       0.6463   960853731.3
 9.890       0.7020   958089779.7
 9.900       0.7156   966917899.2
 9.910       0.7662   655607706.1
 9.920       0.7434   716530647.1
 9.930       0.7594   692872002.4
 9.940       0.7944   588623866.8
 9.950       0.7880   611649479.8
 9.960       0.8368   537049594.2
 9.970       0.8381   480434177.8
 9.980       0.8236   522120017.7
 9.990       0.8657   416905591.0
10.000       0.8547   493359006.2
10.010       0.8924   409342176.6
10.020       0.8806   376483194.4
10.030       0.8963   330798788.9
10.040       0.9101   292131046.5
10.050       0.9342   226483068.2
10.060       0.9207   268546478.6
10.070       0.9302   241656247.5
10.080       0.9262   257940279.2
10.090       0.9597   159643124.9
10.100       0.9458   212887598.4
10.110       0.9465   208726688.3
10.120       0.9692   133726942.3
10.130       0.9534   194540993.5
10.140       0.9606   183399175.7
10.150       0.9658   178961176.4
10.160       0.9527   260767448.2
10.170       0.9580   234606914.0
10.180       0.9557   264796807.8
10.190       0.9571   260157163.7
